CustomerID,Age,Gender,Location,MaritalStatus,PolicyType,PolicyStartDate,PolicyEndDate,Premium,RenewalStatus,NumClaims,ClaimAmount,ClaimSatisfaction,PaymentHistory,PaymentMethod,ChurnStatus,Region,State,Product,CustomerCategory
CS0012684,39,Female,Kano,Single,Auto,17/11/2016,26/05/2024,47950.5,No,1,928435.08,4,On-time,Mobile Payment,Yes,NorthCentral,FCT,Bonds Insurance,Corporate
CS0012685,34,Male,Port Harcourt,Divorced,Health,30/04/2016,16/02/2024,47176.97,No,4,949664.67,3,On-time,Mobile Payment,No,SouthWest,Ondo,All Risk Insurance,Individual
CS0012686,31,Male,Kano,Married,Life,09/04/2016,27/12/2024,468317.61,No,2,483343.59,1,On-time,Card Payment,No,SouthEast,Imo,Motor 3rd Party,Corporate
CS0012687,58,Male,Kano,Married,Life,09/05/2015,14/07/2024,325174.51,Yes,1,726011.44,3,On-time,Bank Transfer,No,NorthEast,Adamawa,Burglary,Corporate
CS0012688,52,Female,Kano,Divorced,Travel,26/02/2021,28/03/2024,175161.52,Yes,2,319806.82,4,Late,Card Payment,Yes,SouthWest,Lagos,Fire & Burglary,Individual
CS0012689,30,Male,Kano,Divorced,Home,29/01/2022,18/06/2023,198202.09,No,2,651610.12,5,Missed,Card Payment,No,NorthCentral,Benue,Marine Insurance,Corporate
CS0012690,52,Female,Port Harcourt,Widowed,Auto,22/09/2019,01/11/2024,353081.02,No,1,172694.81,3,Late,Card Payment,No,SouthEast,Anambra,Fire & Burglary,Individual
CS0012691,60,Male,Lagos,Widowed,Life,12/05/2016,26/08/2023,312164.77,Yes,1,413237.13,3,On-time,Mobile Payment,No,SouthEast,Imo,Travel,Corporate
CS0012692,19,Male,Lagos,Single,Home,21/08/2021,12/12/2023,184355.25,No,2,373805.58,2,On-time,Mobile Payment,No,NorthWest,Katsina,Plant-All-Risk,Corporate
CS0012693,64,Male,Abuja,Divorced,Travel,19/09/2015,10/05/2024,348106.7,Yes,2,465719.05,3,On-time,Card Payment,No,NorthEast,Borno,Bonds Insurance,Corporate
CS0012694,30,Male,Abuja,Single,Health,20/11/2019,24/09/2024,177870.61,Yes,1,997553.6,3,Late,Card Payment,No,NorthEast,Bauchi,Plant-All-Risk,Corporate
CS0012695,68,Male,Ibadan,Divorced,Auto,14/11/2015,29/05/2023,231668.07,Yes,4,469987.6,5,On-time,Mobile Payment,No,SouthSouth,Rivers,Fire & Special Perils,Individual
CS0012696,33,Female,Kano,Single,Health,02/09/2019,21/12/2023,426890.95,Yes,3,152179.78,2,Late,Card Payment,No,SouthSouth,Delta,Fire & Special Perils,Individual
CS0012697,35,Male,Kano,Divorced,Auto,22/06/2016,07/09/2023,67946.4,Yes,1,823966.94,5,Late,Mobile Payment,No,NorthEast,Taraba,Professional Indemnity,Corporate
CS0012698,24,Male,Port Harcourt,Divorced,Life,12/04/2017,21/10/2023,221897.23,Yes,1,432064.47,2,On-time,Card Payment,No,SouthEast,Ebonyi,Consequential Loss,Individual
CS0012699,62,Male,Kano,Divorced,Home,16/10/2022,14/07/2023,55035.08,Yes,3,923469.51,4,On-time,Card Payment,No,SouthSouth,Edo,Consequential Loss,Corporate
CS0012700,53,Male,Port Harcourt,Single,Travel,01/09/2016,20/10/2024,28982.12,Yes,1,670364.04,4,On-time,Bank Transfer,No,NorthEast,Adamawa,Plant-All-Risk,Corporate
CS0012701,58,Female,Ibadan,Married,Auto,04/08/2022,09/09/2023,483376.65,Yes,0,681224.74,3,On-time,Bank Transfer,No,NorthWest,Sokoto,Personal Accident,Corporate
CS0012702,47,Male,Abuja,Widowed,Life,30/07/2016,01/12/2023,285640.13,Yes,3,689012.77,4,On-time,Mobile Payment,No,NorthWest,Katsina,Aviation,Individual
CS0012703,59,Male,Abuja,Widowed,Travel,23/08/2019,16/11/2024,488780.66,Yes,4,172767.91,5,On-time,Bank Transfer,No,SouthSouth,Delta,Burglary,Individual
CS0012704,58,Male,Ibadan,Single,Auto,29/12/2015,03/07/2024,430847.18,No,1,648143.64,5,On-time,Mobile Payment,No,NorthWest,Jigawa,Professional Indemnity,Corporate
CS0012705,24,Male,Ibadan,Divorced,Life,11/06/2015,27/09/2023,492789.33,No,1,739164.09,5,Missed,Card Payment,Yes,SouthWest,Ekiti,Burglary,Corporate
CS0012706,32,Female,Kano,Married,Travel,04/12/2020,21/05/2024,467963.98,Yes,4,185777.98,5,Late,Mobile Payment,No,NorthWest,Katsina,Marine Insurance,Corporate
CS0012707,57,Female,Abuja,Single,Health,30/09/2022,05/07/2024,440834.31,Yes,4,269386.73,1,On-time,Mobile Payment,No,NorthCentral,Plateau,Professional Indemnity,Corporate
CS0012708,36,Male,Lagos,Single,Home,21/03/2019,24/12/2024,364878.96,Yes,4,888997.71,2,On-time,Card Payment,No,NorthEast,Taraba,Contractors-All-Risk,Corporate
CS0012709,60,Male,Ibadan,Widowed,Home,21/04/2019,01/10/2023,369984.99,No,0,256593.52,4,On-time,Mobile Payment,No,SouthWest,Lagos,Bonds Insurance,Corporate
CS0012710,54,Male,Abuja,Widowed,Health,29/09/2016,07/10/2023,471921.88,No,0,63087.64,2,On-time,Bank Transfer,No,SouthWest,Osun,Bonds Insurance,Corporate
CS0012711,19,Male,Abuja,Married,Home,03/09/2015,12/10/2024,488734.69,Yes,1,99238.47,4,Late,Mobile Payment,Yes,NorthWest,Katsina,Motor 3rd Party,Corporate
CS0012712,59,Male,Port Harcourt,Divorced,Home,21/12/2022,24/07/2023,472572.93,Yes,3,511046.91,1,Missed,Card Payment,No,NorthWest,Katsina,All Risk Insurance,Corporate
CS0012713,65,Female,Abuja,Married,Auto,12/07/2018,25/04/2023,246762.13,Yes,3,928937.04,1,On-time,Mobile Payment,No,SouthEast,Abia,Fire & Burglary,Individual
CS0012714,30,Female,Ibadan,Widowed,Life,06/02/2018,20/05/2023,439705.3,Yes,2,288183.14,3,On-time,Card Payment,No,SouthEast,Ebonyi,Professional Indemnity,Corporate
CS0012715,57,Male,Kano,Divorced,Health,12/06/2015,01/05/2023,260008.15,Yes,2,973627.65,1,On-time,Mobile Payment,No,SouthWest,Lagos,Machine Breakdown,Corporate
CS0012716,58,Male,Abuja,Married,Life,09/07/2017,11/06/2023,286483.26,No,1,934508.31,2,Late,Bank Transfer,No,NorthCentral,Plateau,Motor 3rd Party,Corporate
CS0012717,60,Male,Lagos,Single,Home,01/05/2019,31/03/2024,413781.43,Yes,4,655419.59,2,On-time,Mobile Payment,No,SouthSouth,Bayelsa,Oil & Gas,Individual
CS0012718,60,Female,Ibadan,Single,Life,11/06/2017,21/02/2023,416744.97,Yes,2,514407.17,2,On-time,Bank Transfer,No,NorthCentral,Kogi,Contractors-All-Risk,Corporate
CS0012719,48,Male,Kano,Single,Travel,02/02/2018,25/07/2024,413675.01,Yes,2,235813.45,5,Late,Card Payment,No,NorthEast,Borno,Plant-All-Risk,Individual
CS0012720,33,Male,Kano,Divorced,Health,31/03/2020,15/10/2023,415916.3,Yes,0,593575.49,3,On-time,Bank Transfer,No,NorthEast,Gombe,Fire & Burglary,Corporate
CS0012721,59,Female,Ibadan,Divorced,Health,05/05/2021,29/06/2023,219206.57,Yes,4,364933.35,5,Late,Card Payment,No,SouthSouth,Bayelsa,Burglary,Individual
CS0012722,61,Female,Kano,Widowed,Health,02/03/2015,22/05/2023,269936.25,Yes,1,575117.26,4,Late,Mobile Payment,No,NorthWest,Kano,Travel,Corporate
CS0012723,23,Male,Lagos,Married,Auto,15/04/2019,01/09/2024,133842.67,Yes,4,681667.99,4,Late,Bank Transfer,No,NorthCentral,Kwara,Personal Accident,Individual
CS0012724,45,Male,Abuja,Divorced,Life,17/04/2019,10/12/2023,237084.96,No,1,3345.69,5,Late,Bank Transfer,Yes,NorthCentral,Nasarawa,Fire & Burglary,Corporate
CS0012725,49,Male,Ibadan,Divorced,Life,03/05/2020,24/09/2024,480750.84,Yes,1,51030.91,4,Missed,Card Payment,No,NorthCentral,FCT,Professional Indemnity,Individual
CS0012726,61,Male,Abuja,Married,Auto,17/02/2020,22/07/2023,410120.25,Yes,0,360974.83,5,On-time,Bank Transfer,No,SouthWest,Osun,Machine Breakdown,Individual
CS0012727,27,Female,Abuja,Widowed,Health,02/11/2019,29/11/2024,187711.8,Yes,2,557431.03,2,On-time,Card Payment,No,SouthEast,Enugu,Fire & Burglary,Corporate
CS0012728,67,Female,Kano,Divorced,Auto,20/02/2021,22/01/2024,320130.33,Yes,1,360323.29,4,On-time,Bank Transfer,No,NorthCentral,FCT,Goods-In-Transit,Corporate
CS0012729,35,Male,Ibadan,Married,Auto,09/03/2020,28/05/2024,134170.05,Yes,1,62107.97,4,On-time,Mobile Payment,Yes,SouthSouth,Bayelsa,Fire & Burglary,Corporate
CS0012730,21,Female,Abuja,Divorced,Home,22/06/2019,04/04/2024,111498.01,No,1,840456.65,2,Missed,Mobile Payment,Yes,NorthEast,Gombe,Professional Indemnity,Individual
CS0012731,26,Male,Port Harcourt,Divorced,Health,30/07/2019,03/04/2023,214613.42,Yes,1,95560.95,5,On-time,Mobile Payment,No,SouthWest,Osun,Comprehensive Motor,Corporate
CS0012732,24,Female,Lagos,Widowed,Travel,15/10/2021,13/03/2024,94183.46,Yes,4,537911.25,2,Late,Mobile Payment,No,NorthWest,Kebbi,Marine Insurance,Individual
CS0012733,67,Male,Kano,Single,Home,11/08/2017,10/04/2023,281823.37,Yes,4,816987.16,2,Late,Bank Transfer,No,SouthSouth,Bayelsa,Travel,Individual
CS0012734,25,Male,Ibadan,Divorced,Health,27/06/2016,20/12/2023,218149.94,Yes,0,207955.53,1,Late,Bank Transfer,No,NorthEast,Bauchi,Enhanced Motor 3rd Party,Individual
CS0012735,60,Female,Ibadan,Widowed,Health,15/10/2018,23/10/2023,77717.54,No,3,581245.2,5,On-time,Mobile Payment,No,SouthEast,Anambra,Professional Indemnity,Individual
CS0012736,24,Female,Kano,Married,Health,19/09/2018,28/03/2023,353231.82,Yes,2,700520.08,3,Missed,Card Payment,No,SouthSouth,Rivers,Marine Insurance,Corporate
CS0012737,58,Female,Abuja,Married,Life,30/06/2021,06/08/2024,363291.63,No,1,390371.32,4,On-time,Bank Transfer,No,SouthEast,Ebonyi,Consequential Loss,Corporate
CS0012738,57,Female,Kano,Single,Health,25/03/2020,08/01/2024,446314.98,Yes,3,388377.93,3,On-time,Card Payment,No,SouthEast,Enugu,Comprehensive Motor,Corporate
CS0012739,20,Female,Ibadan,Married,Health,26/02/2017,20/02/2023,358939.96,No,3,36840.15,5,On-time,Mobile Payment,No,NorthEast,Taraba,Oil & Gas,Individual
CS0012740,34,Male,Port Harcourt,Single,Travel,17/11/2022,01/04/2023,116430.43,Yes,3,813816.27,2,On-time,Card Payment,No,NorthEast,Bauchi,Professional Indemnity,Corporate
CS0012741,19,Male,Abuja,Divorced,Health,26/08/2016,06/08/2024,334871.07,Yes,1,127205.22,2,On-time,Mobile Payment,No,NorthCentral,Niger,Oil & Gas,Individual
CS0012742,32,Female,Kano,Single,Auto,29/03/2016,21/12/2023,488388.61,No,2,122621.05,2,Late,Mobile Payment,No,NorthWest,Jigawa,Plant-All-Risk,Individual
CS0012743,63,Male,Ibadan,Divorced,Health,10/02/2022,23/06/2023,427680.26,No,2,135064.98,2,On-time,Card Payment,Yes,NorthWest,Katsina,Fire & Burglary,Corporate
CS0012744,46,Male,Ibadan,Married,Health,20/12/2018,10/05/2024,222600.38,No,1,729257.62,4,Late,Card Payment,No,NorthCentral,Nasarawa,Machine Breakdown,Individual
CS0012745,67,Male,Ibadan,Single,Health,08/09/2016,25/11/2023,351073.28,No,0,151399.17,5,On-time,Bank Transfer,No,NorthEast,Borno,Goods-In-Transit,Individual
CS0012746,65,Male,Port Harcourt,Widowed,Life,03/04/2018,11/05/2023,17945.8,Yes,0,410018.59,2,Missed,Mobile Payment,No,NorthWest,Sokoto,Fire & Special Perils,Individual
CS0012747,69,Female,Abuja,Married,Home,12/06/2016,13/02/2023,117300.05,Yes,3,841630.03,3,Late,Card Payment,No,SouthEast,Enugu,Contractors-All-Risk,Corporate
CS0012748,39,Male,Kano,Married,Life,24/08/2019,04/09/2024,205541.79,No,1,381360.85,3,Missed,Bank Transfer,No,SouthEast,Ebonyi,Motor 3rd Party,Individual
CS0012749,21,Male,Abuja,Married,Travel,05/06/2016,06/03/2024,211269.45,Yes,0,549088.6,5,Missed,Mobile Payment,No,SouthSouth,Delta,Motor 3rd Party,Corporate
CS0012750,69,Male,Ibadan,Married,Travel,09/02/2022,03/11/2023,440424.83,Yes,4,599204.35,3,On-time,Card Payment,No,SouthWest,Lagos,Consequential Loss,Corporate
CS0012751,23,Male,Port Harcourt,Married,Auto,14/12/2020,17/11/2024,494648.5,Yes,2,685904.33,5,On-time,Card Payment,No,NorthEast,Taraba,Home,Individual
CS0012752,55,Female,Port Harcourt,Widowed,Auto,11/12/2018,09/08/2023,232856.01,Yes,4,246949.23,3,Late,Bank Transfer,Yes,SouthEast,Abia,Marine Insurance,Corporate
CS0012753,43,Male,Ibadan,Widowed,Travel,22/11/2019,12/05/2024,201211.21,Yes,4,238251.3,2,On-time,Card Payment,No,SouthSouth,Bayelsa,Travel,Corporate
CS0012754,28,Male,Abuja,Widowed,Home,31/07/2018,11/10/2023,74376.78,No,0,259690,1,On-time,Card Payment,No,NorthCentral,FCT,Professional Indemnity,Individual
CS0012755,43,Male,Abuja,Single,Home,06/08/2022,17/07/2023,124698.74,No,2,710922.9,1,On-time,Card Payment,No,NorthCentral,Niger,Oil & Gas,Individual
CS0012756,34,Female,Port Harcourt,Married,Travel,26/01/2021,12/09/2023,78516.6,Yes,4,831456.97,1,On-time,Bank Transfer,No,SouthSouth,Delta,Professional Indemnity,Individual
CS0012757,41,Female,Lagos,Single,Health,01/01/2016,06/04/2024,179765.99,Yes,2,355520.56,5,On-time,Mobile Payment,No,NorthEast,Bauchi,Contractors-All-Risk,Corporate
CS0012758,45,Male,Port Harcourt,Single,Life,06/10/2020,03/10/2024,376193.41,Yes,4,341729.51,4,Late,Card Payment,Yes,SouthSouth,Cross-River,Fire & Special Perils,Corporate
CS0012759,52,Male,Port Harcourt,Single,Life,10/03/2016,11/02/2024,20736.45,Yes,2,139071.01,3,On-time,Mobile Payment,Yes,SouthSouth,Akwa-Ibom,Motor 3rd Party,Corporate
CS0012760,48,Female,Kano,Married,Health,21/10/2018,24/03/2023,437025.01,Yes,1,800660.33,5,On-time,Card Payment,No,NorthWest,Kebbi,Contractors-All-Risk,Individual
CS0012761,30,Male,Port Harcourt,Married,Home,11/04/2020,12/08/2024,364099.29,Yes,0,657352.83,3,Missed,Mobile Payment,No,NorthEast,Taraba,Aviation,Individual
CS0012762,52,Female,Lagos,Single,Life,01/04/2019,26/02/2024,190618.97,Yes,1,34742.64,5,On-time,Bank Transfer,No,SouthSouth,Rivers,All Risk Insurance,Corporate
CS0012763,33,Male,Port Harcourt,Married,Life,06/11/2019,12/05/2023,267431.05,No,2,952116.3,1,Late,Mobile Payment,No,SouthSouth,Delta,Oil & Gas,Corporate
CS0012764,32,Male,Abuja,Single,Auto,12/08/2015,18/10/2023,63389,Yes,0,231633.31,1,On-time,Mobile Payment,Yes,NorthWest,Kaduna,Aviation,Corporate
CS0012765,60,Female,Kano,Married,Home,21/12/2017,16/07/2023,391698.18,Yes,0,700396.29,4,Missed,Card Payment,No,NorthEast,Bauchi,Burglary,Corporate
CS0012766,35,Male,Kano,Married,Travel,15/03/2020,04/01/2024,392997.97,Yes,3,339930.9,4,On-time,Bank Transfer,Yes,SouthWest,Ekiti,Goods-In-Transit,Individual
CS0012767,64,Male,Port Harcourt,Single,Travel,18/05/2017,28/01/2024,195293.07,No,1,878031.07,2,On-time,Mobile Payment,Yes,SouthEast,Abia,Contractors-All-Risk,Corporate
CS0012768,54,Male,Kano,Widowed,Health,11/06/2016,22/06/2023,137729.9,Yes,4,313036.77,5,On-time,Mobile Payment,No,SouthSouth,Edo,Fire & Burglary,Corporate
CS0012769,65,Female,Kano,Married,Life,28/09/2017,24/03/2023,296475.64,Yes,0,907453.05,2,On-time,Mobile Payment,Yes,NorthWest,Kaduna,Bonds Insurance,Individual
CS0012770,65,Female,Port Harcourt,Single,Travel,28/07/2015,23/03/2024,168141.61,Yes,4,457964.56,4,On-time,Bank Transfer,No,SouthEast,Anambra,Travel,Individual
CS0012771,66,Male,Lagos,Single,Health,16/11/2017,18/11/2024,355022.81,No,1,932921.09,1,Missed,Bank Transfer,No,NorthEast,Adamawa,Fire & Burglary,Corporate
CS0012772,58,Male,Port Harcourt,Married,Auto,12/07/2016,03/12/2024,359186.55,Yes,3,216107.56,2,Missed,Bank Transfer,No,NorthCentral,FCT,Enhanced Motor 3rd Party,Corporate
CS0012773,44,Male,Abuja,Married,Home,23/03/2018,23/11/2023,489434.65,No,0,828788.44,3,On-time,Bank Transfer,Yes,NorthEast,Yobe,Contractors-All-Risk,Corporate
CS0012774,52,Male,Ibadan,Single,Life,19/01/2019,04/02/2024,182837.09,Yes,3,651027.66,3,On-time,Mobile Payment,Yes,SouthEast,Abia,All Risk Insurance,Corporate
CS0012775,69,Female,Lagos,Single,Life,08/10/2021,13/12/2024,37371.48,Yes,3,14719.41,4,On-time,Card Payment,No,SouthWest,Lagos,Motor 3rd Party,Corporate
CS0012776,62,Female,Port Harcourt,Single,Health,05/08/2021,09/07/2023,443610.5,Yes,2,370872.24,3,On-time,Mobile Payment,Yes,SouthWest,Lagos,Personal Accident,Individual
CS0012777,52,Female,Lagos,Divorced,Life,02/08/2019,06/10/2024,14670.21,Yes,3,478419,3,On-time,Bank Transfer,Yes,NorthCentral,Kogi,Aviation,Individual
CS0012778,45,Male,Ibadan,Married,Home,01/04/2015,17/03/2024,229277.09,Yes,4,301839.07,4,On-time,Mobile Payment,Yes,SouthWest,Lagos,Motor 3rd Party,Corporate
CS0012779,56,Male,Kano,Divorced,Travel,12/01/2022,31/07/2023,136044.52,No,3,7842.25,5,On-time,Mobile Payment,No,SouthEast,Enugu,Plant-All-Risk,Individual
CS0012780,55,Female,Kano,Single,Health,07/02/2021,03/01/2024,211068.33,Yes,2,505932.64,2,Late,Bank Transfer,No,NorthWest,Zamfara,Plant-All-Risk,Corporate
CS0012781,26,Male,Ibadan,Divorced,Home,27/03/2019,23/05/2024,95503.22,No,1,532931.1,5,On-time,Card Payment,No,SouthWest,Oyo,Machine Breakdown,Individual
CS0012782,29,Male,Kano,Widowed,Life,10/01/2022,07/11/2024,340486.9,Yes,0,607294.45,4,Missed,Card Payment,No,NorthCentral,FCT,Enhanced Motor 3rd Party,Individual
CS0012783,32,Female,Lagos,Single,Travel,08/08/2017,16/04/2024,285183.73,Yes,1,987923.31,1,On-time,Mobile Payment,No,SouthEast,Anambra,Burglary,Individual
CS0012784,38,Male,Kano,Widowed,Home,28/04/2022,10/09/2023,208027.15,No,2,840210.17,1,On-time,Bank Transfer,No,NorthCentral,Plateau,All Risk Insurance,Corporate
CS0012785,69,Female,Ibadan,Divorced,Travel,01/01/2018,23/04/2023,335596.83,Yes,4,897486.91,5,Late,Bank Transfer,No,SouthSouth,Cross-River,Oil & Gas,Corporate
CS0012786,52,Male,Ibadan,Widowed,Travel,16/11/2020,23/02/2024,50887.06,Yes,0,5440.52,4,Missed,Bank Transfer,No,SouthWest,Lagos,Consequential Loss,Individual
CS0012787,59,Male,Ibadan,Divorced,Health,03/12/2016,25/05/2024,430445.04,No,4,160924.92,1,On-time,Mobile Payment,No,NorthCentral,Niger,Travel,Individual
CS0012788,50,Male,Abuja,Married,Life,23/08/2018,05/07/2024,232605.38,Yes,1,966280.64,1,On-time,Mobile Payment,No,NorthCentral,Kogi,Fire & Special Perils,Corporate
CS0012789,68,Male,Lagos,Married,Auto,13/05/2018,08/04/2023,311733.14,Yes,0,801854.63,5,On-time,Mobile Payment,No,NorthEast,Borno,Oil & Gas,Individual
CS0012790,36,Male,Ibadan,Divorced,Auto,12/03/2022,23/07/2024,145570.65,Yes,4,388261.56,3,Late,Bank Transfer,Yes,SouthWest,Ondo,Motor 3rd Party,Corporate
CS0012791,40,Female,Lagos,Single,Auto,13/07/2018,20/12/2023,486315.46,Yes,0,926563.31,1,On-time,Bank Transfer,No,SouthWest,Oyo,Marine Insurance,Individual
CS0012792,30,Female,Abuja,Married,Home,02/11/2018,18/03/2023,231148.93,Yes,1,785073.78,5,On-time,Bank Transfer,No,SouthSouth,Rivers,Marine Insurance,Corporate
CS0012793,61,Male,Lagos,Divorced,Auto,29/01/2022,20/05/2024,101110.94,No,4,697474.16,1,On-time,Card Payment,No,SouthWest,Oyo,Fire & Special Perils,Individual
CS0012794,18,Male,Port Harcourt,Single,Life,23/01/2017,24/12/2024,87911.72,No,0,713980.62,1,Late,Card Payment,No,NorthEast,Bauchi,Home,Individual
CS0012795,68,Female,Abuja,Married,Auto,27/07/2017,03/08/2023,146064.82,No,0,876271.93,3,On-time,Card Payment,No,NorthEast,Taraba,Travel,Corporate
CS0012796,46,Female,Abuja,Divorced,Travel,18/08/2019,04/08/2023,388610.05,Yes,4,261206.2,3,On-time,Mobile Payment,Yes,NorthCentral,Kwara,Enhanced Motor 3rd Party,Individual
CS0012797,41,Male,Kano,Single,Travel,25/07/2018,06/05/2024,160905.01,Yes,1,999960.98,1,On-time,Mobile Payment,Yes,SouthWest,Ondo,All Risk Insurance,Corporate
CS0012798,33,Female,Ibadan,Single,Travel,21/04/2022,16/10/2024,50350.59,Yes,2,986279.36,3,On-time,Card Payment,No,SouthSouth,Rivers,Consequential Loss,Corporate
CS0012799,42,Female,Abuja,Divorced,Auto,08/11/2021,09/11/2024,229041.88,No,0,281783.44,2,On-time,Mobile Payment,Yes,SouthSouth,Bayelsa,Marine Insurance,Corporate
CS0012800,40,Female,Lagos,Widowed,Life,30/12/2019,14/02/2023,115009.9,Yes,4,878756.97,3,On-time,Bank Transfer,No,SouthSouth,Bayelsa,Aviation,Individual
CS0012801,45,Male,Port Harcourt,Widowed,Life,20/12/2022,23/01/2024,461252.73,Yes,4,214648.37,2,On-time,Bank Transfer,No,SouthWest,Ekiti,Plant-All-Risk,Individual
CS0012802,64,Female,Lagos,Widowed,Auto,14/04/2020,10/12/2023,192759.01,No,4,511448.58,2,On-time,Mobile Payment,Yes,SouthEast,Anambra,Aviation,Corporate
CS0012803,33,Female,Lagos,Widowed,Life,02/07/2018,25/07/2024,164434.59,Yes,2,542912.47,5,On-time,Card Payment,No,SouthSouth,Delta,Enhanced Motor 3rd Party,Individual
CS0012804,60,Female,Port Harcourt,Single,Auto,09/06/2022,17/05/2024,229683.43,Yes,3,103668.03,3,On-time,Card Payment,No,NorthEast,Bauchi,Contractors-All-Risk,Corporate
CS0012805,55,Female,Kano,Widowed,Life,23/12/2015,23/01/2024,24070.55,Yes,4,43443.11,4,Missed,Card Payment,No,NorthCentral,Nasarawa,Burglary,Corporate
CS0012806,28,Male,Ibadan,Divorced,Health,03/05/2015,22/06/2023,270173.4,No,2,806903.91,1,Missed,Bank Transfer,No,NorthCentral,FCT,Home,Corporate
CS0012807,20,Female,Abuja,Single,Health,10/11/2015,24/05/2024,493522.18,Yes,3,751235.45,2,On-time,Bank Transfer,No,NorthWest,Kaduna,Contractors-All-Risk,Individual
CS0012808,32,Female,Ibadan,Widowed,Life,07/05/2021,16/02/2024,178140.63,Yes,2,139711.42,5,Missed,Mobile Payment,Yes,SouthWest,Ondo,Marine Insurance,Individual
CS0012809,18,Female,Kano,Divorced,Travel,20/04/2018,09/11/2023,468221.14,No,4,848464.77,4,Missed,Bank Transfer,No,SouthEast,Enugu,Contractors-All-Risk,Corporate
CS0012810,24,Male,Port Harcourt,Married,Health,12/07/2022,12/08/2023,69695.55,Yes,0,455494.44,3,On-time,Card Payment,No,SouthEast,Enugu,Fire & Special Perils,Individual
CS0012811,18,Male,Ibadan,Single,Home,05/10/2020,08/11/2023,299088.97,Yes,4,108503.2,5,On-time,Card Payment,No,SouthEast,Imo,Professional Indemnity,Corporate
CS0012812,66,Male,Lagos,Divorced,Auto,01/10/2016,03/04/2023,93030.78,No,2,11745.04,5,Late,Bank Transfer,Yes,SouthWest,Osun,Oil & Gas,Individual
CS0012813,49,Female,Abuja,Widowed,Home,15/03/2022,22/11/2024,440803.29,Yes,4,843151.98,5,On-time,Bank Transfer,No,NorthCentral,Kwara,Machine Breakdown,Individual
CS0012814,26,Female,Abuja,Divorced,Life,06/10/2020,04/12/2023,365196.91,Yes,1,295290.87,4,Late,Mobile Payment,No,NorthWest,Katsina,Consequential Loss,Individual
CS0012815,46,Female,Kano,Single,Life,27/12/2018,09/05/2023,438780.06,No,2,272319.34,1,Late,Bank Transfer,Yes,SouthSouth,Cross-River,Fire & Special Perils,Individual
CS0012816,43,Male,Kano,Married,Travel,26/05/2020,01/09/2024,349278.44,No,2,846205.03,5,Late,Card Payment,No,NorthWest,Zamfara,Machine Breakdown,Corporate
CS0012817,40,Female,Port Harcourt,Widowed,Health,26/12/2019,04/02/2024,339503.87,No,4,6542.27,4,On-time,Bank Transfer,No,SouthWest,Lagos,Contractors-All-Risk,Individual
CS0012818,62,Female,Kano,Divorced,Health,11/12/2018,13/04/2024,269003.36,Yes,2,740276.26,2,On-time,Card Payment,No,NorthWest,Zamfara,Marine Insurance,Corporate
CS0012819,60,Male,Ibadan,Married,Home,11/07/2016,21/10/2023,277337.28,No,2,633106.97,3,Late,Mobile Payment,Yes,SouthEast,Ebonyi,Motor 3rd Party,Individual
CS0012820,46,Female,Abuja,Single,Health,03/09/2022,07/07/2024,393659.33,Yes,2,853782.6,5,On-time,Bank Transfer,No,NorthEast,Taraba,Fire & Special Perils,Individual
CS0012821,69,Female,Port Harcourt,Widowed,Life,30/07/2022,24/05/2024,290652.85,Yes,4,61637.08,4,Late,Card Payment,Yes,NorthWest,Zamfara,Motor 3rd Party,Individual
CS0012822,55,Male,Kano,Married,Travel,15/05/2017,30/09/2023,222092.83,No,4,448605.07,3,On-time,Card Payment,No,SouthWest,Ekiti,Home,Corporate
CS0012823,50,Male,Lagos,Single,Auto,26/03/2015,12/05/2024,356717.47,Yes,4,211163.81,2,On-time,Card Payment,Yes,NorthCentral,Nasarawa,Home,Individual
CS0012824,24,Male,Abuja,Widowed,Home,02/06/2016,28/06/2023,482348.38,Yes,4,526215.3,5,On-time,Card Payment,No,NorthCentral,Benue,Home,Corporate
CS0012825,29,Male,Port Harcourt,Divorced,Home,14/12/2021,30/05/2023,455705.09,Yes,3,557538.41,5,On-time,Mobile Payment,No,SouthSouth,Cross-River,Enhanced Motor 3rd Party,Individual
CS0012826,48,Male,Abuja,Married,Auto,08/12/2017,27/12/2023,169442.85,No,0,579376.62,1,Late,Bank Transfer,No,NorthWest,Sokoto,Marine Insurance,Individual
CS0012827,49,Female,Ibadan,Single,Life,18/04/2017,31/05/2023,199581.41,Yes,4,685546.69,2,Late,Bank Transfer,Yes,SouthEast,Ebonyi,Machine Breakdown,Corporate
CS0012828,37,Male,Kano,Divorced,Home,03/12/2022,04/08/2023,479167.58,Yes,2,306766.86,3,On-time,Card Payment,No,NorthEast,Bauchi,Aviation,Corporate
CS0012829,68,Female,Kano,Widowed,Health,16/12/2015,14/10/2024,124097.51,Yes,2,32923.11,1,Missed,Card Payment,No,NorthWest,Sokoto,Personal Accident,Individual
CS0012830,34,Female,Kano,Married,Health,13/12/2022,18/07/2024,72613.06,Yes,1,265460.6,5,On-time,Bank Transfer,Yes,NorthWest,Kaduna,Professional Indemnity,Individual
CS0012831,53,Male,Lagos,Single,Health,26/04/2016,14/05/2023,243458.24,No,4,305172.62,3,On-time,Card Payment,No,SouthWest,Osun,Machine Breakdown,Corporate
